,sentence,tokens,slots
2799,"chciałbym książki, encyklopedie, patenty bądź coś wyjaśniającego słomniki","['chciałbym', 'książki', ',', 'encyklopedie', ',', 'patenty', 'bądź', 'coś', 'wyjaśniającego', 'słomniki']","['O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'B-keyword']"
2800,niech już będą bibliotek publicznych oraz jednocześnie sportowe ratownictwo,"['niech', 'już', 'będą', 'bibliotek', 'publicznych', 'oraz', 'jednocześnie', 'sportowe', 'ratownictwo']","['O', 'O', 'O', 'B-keyword', 'I-keyword', 'B-Choice-and', 'I-Choice-and', 'B-keyword', 'I-keyword']"
2801,może być iwaszkiewicza,"['może', 'być', 'iwaszkiewicza']","['O', 'O', 'B-keyword']"
2802,"zaproponuj mi artykuł mówiący o dzikos, innymi, zaufaniu, rozwoju","['zaproponuj', 'mi', 'artykuł', 'mówiący', 'o', 'dzikos', ',', 'innymi', ',', 'zaufaniu', ',', 'rozwoju']","['O', 'O', 'Doc_type', 'O', 'O', 'B-keyword', 'O', 'B-keyword', 'O', 'B-keyword', 'O', 'B-keyword']"
2803,chcę podręcznik odnoszący się do katarzyna oraz analizy rysunek,"['chcę', 'podręcznik', 'odnoszący', 'się', 'do', 'katarzyna', 'oraz', 'analizy', 'rysunek']","['O', 'Doc_type', 'O', 'O', 'O', 'B-keyword', 'B-Choice-and', 'B-keyword', 'I-keyword']"
2804,"weź mi daj patent, książkę informującą na temat rady wydawnicza kazimierz","['weź', 'mi', 'daj', 'patent', ',', 'książkę', 'informującą', 'na', 'temat', 'rady', 'wydawnicza', 'kazimierz']","['O', 'O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'O', 'B-keyword', 'I-keyword', 'I-keyword']"
2805,"weź mi daj podręcznik tyczący się wkładu, langego we wrocławiu, depression quest albo strona","['weź', 'mi', 'daj', 'podręcznik', 'tyczący', 'się', 'wkładu', ',', 'langego', 'we', 'wrocławiu', ',', 'depression', 'quest', 'albo', 'strona']","['O', 'O', 'O', 'Doc_type', 'O', 'O', 'B-keyword', 'O', 'B-keyword', 'I-keyword', 'I-keyword', 'O', 'B-keyword', 'I-keyword', 'B-Choice-or', 'B-keyword']"
2806,chcę pracy i rolnika,"['chcę', 'pracy', 'i', 'rolnika']","['O', 'B-keyword', 'B-Choice-and', 'B-keyword']"
2807,daj mi working paper,"['daj', 'mi', 'working', 'paper']","['O', 'O', 'B-keyword', 'I-keyword']"
2808,"może być encyklopedia, recenzja, norma ewentualnie podręcznik który zawiera gapa","['może', 'być', 'encyklopedia', ',', 'recenzja', ',', 'norma', 'ewentualnie', 'podręcznik', 'który', 'zawiera', 'gapa']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'B-keyword']"
2809,poleć mi dokumenty,"['poleć', 'mi', 'dokumenty']","['O', 'O', 'Doc_type']"
2810,"daj patent ewentualnie podręcznik dotyczący : trembowla, warszawy oraz foresight","['daj', 'patent', 'ewentualnie', 'podręcznik', 'dotyczący', ':', 'trembowla', ',', 'warszawy', 'oraz', 'foresight']","['O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'B-keyword', 'O', 'B-keyword', 'B-Choice-and', 'B-keyword']"
2811,zapodaj mi dokument mający zagranicznym rynku pracy,"['zapodaj', 'mi', 'dokument', 'mający', 'zagranicznym', 'rynku', 'pracy']","['O', 'O', 'Doc_type', 'O', 'B-keyword', 'I-keyword', 'I-keyword']"
2812,"zapodaj mi znaczenie, nowej podstawy programowej","['zapodaj', 'mi', 'znaczenie', ',', 'nowej', 'podstawy', 'programowej']","['O', 'O', 'B-keyword', 'O', 'B-keyword', 'I-keyword', 'I-keyword']"
2813,poleć patenty ewentualnie rozprawy na temat bezrobocia rejestrowanego,"['poleć', 'patenty', 'ewentualnie', 'rozprawy', 'na', 'temat', 'bezrobocia', 'rejestrowanego']","['O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'B-keyword', 'I-keyword']"
2814,mogą być śląskie studia historyczno-teologiczne,"['mogą', 'być', 'śląskie', 'studia', 'historyczno-teologiczne']","['O', 'O', 'B-keyword', 'I-keyword', 'I-keyword']"
2815,"niech będzie patent, esej, podręcznik bądź artykuł o idem, Internetowi lub nowemu paradygmat komunikacji","['niech', 'będzie', 'patent', ',', 'esej', ',', 'podręcznik', 'bądź', 'artykuł', 'o', 'idem', ',', 'Internetowi', 'lub', 'nowemu', 'paradygmat', 'komunikacji']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'B-keyword', 'O', 'B-keyword', 'B-Choice-or', 'B-keyword', 'I-keyword', 'I-keyword']"
2816,zapodaj encyklopedie,"['zapodaj', 'encyklopedie']","['O', 'Doc_type']"
2817,może podręcznik mający tagi : naukowa stefan nowak lub zakresu,"['może', 'podręcznik', 'mający', 'tagi', ':', 'naukowa', 'stefan', 'nowak', 'lub', 'zakresu']","['O', 'Doc_type', 'O', 'O', 'O', 'B-keyword', 'I-keyword', 'I-keyword', 'B-Choice-or', 'B-keyword']"
2818,"daj mi dokumenty, publikacje, książki bądź rozprawy tyczące się komórki nowotworowy lub Anthriscus sylvestris","['daj', 'mi', 'dokumenty', ',', 'publikacje', ',', 'książki', 'bądź', 'rozprawy', 'tyczące', 'się', 'komórki', 'nowotworowy', 'lub', 'Anthriscus', 'sylvestris']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'B-keyword', 'I-keyword', 'B-Choice-or', 'B-keyword', 'I-keyword']"
2819,"znajdź rozprawę, podręcznik, encyklopedię, patent zawierający lotniczego","['znajdź', 'rozprawę', ',', 'podręcznik', ',', 'encyklopedię', ',', 'patent', 'zawierający', 'lotniczego']","['O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'B-keyword']"
2820,"chcę podręczniki, recenzje, książki ewentualnie rozprawy","['chcę', 'podręczniki', ',', 'recenzje', ',', 'książki', 'ewentualnie', 'rozprawy']","['O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type']"
2821,niech będą eseje,"['niech', 'będą', 'eseje']","['O', 'O', 'Doc_type']"
2822,zapodaj mi pracę związaną z problemem niecierpliwych nałkowska oraz Polskiej,"['zapodaj', 'mi', 'pracę', 'związaną', 'z', 'problemem', 'niecierpliwych', 'nałkowska', 'oraz', 'Polskiej']","['O', 'O', 'Doc_type', 'O', 'O', 'O', 'B-keyword', 'I-keyword', 'B-Choice-and', 'B-keyword']"
2823,"poleć mi podręczniki, recenzje, rozprawy lub artykuły mające związek z racji swej specyfiki i do tego personelem stowarzyszeń","['poleć', 'mi', 'podręczniki', ',', 'recenzje', ',', 'rozprawy', 'lub', 'artykuły', 'mające', 'związek', 'z', 'racji', 'swej', 'specyfiki', 'i', 'do', 'tego', 'personelem', 'stowarzyszeń']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'O', 'B-keyword', 'I-keyword', 'I-keyword', 'B-Choice-and', 'I-Choice-and', 'I-Choice-and', 'B-keyword', 'I-keyword']"
2824,już bym wolał normy lub coś,"['już', 'bym', 'wolał', 'normy', 'lub', 'coś']","['O', 'O', 'O', 'Doc_type', 'O', 'Doc_type']"
2825,szukam patentu,"['szukam', 'patentu']","['O', 'Doc_type']"
2826,"chcę normy, skrypty, coś mającego rodzinę, architektonicznego środowiska, człowieka oraz utowarowienie treści publikowanych","['chcę', 'normy', ',', 'skrypty', ',', 'coś', 'mającego', 'rodzinę', ',', 'architektonicznego', 'środowiska', ',', 'człowieka', 'oraz', 'utowarowienie', 'treści', 'publikowanych']","['O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'B-keyword', 'O', 'B-keyword', 'I-keyword', 'O', 'B-keyword', 'B-Choice-and', 'B-keyword', 'I-keyword', 'I-keyword']"
2827,poleć mi dokumenty,"['poleć', 'mi', 'dokumenty']","['O', 'O', 'Doc_type']"
2828,"zaproponuj normę, dokument, patent albo rozprawę tyczącą się problemu socjalnych","['zaproponuj', 'normę', ',', 'dokument', ',', 'patent', 'albo', 'rozprawę', 'tyczącą', 'się', 'problemu', 'socjalnych']","['O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'O', 'B-keyword']"
2829,"poleć mi publikację, patent, dokument, coś posiadającego tagi takie jak fundusz, człowiek bądź instytucja krajowy","['poleć', 'mi', 'publikację', ',', 'patent', ',', 'dokument', ',', 'coś', 'posiadającego', 'tagi', 'takie', 'jak', 'fundusz', ',', 'człowiek', 'bądź', 'instytucja', 'krajowy']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'O', 'O', 'B-keyword', 'O', 'B-keyword', 'B-Choice-or', 'B-keyword', 'I-keyword']"
2830,"daj mi patent, rozprawę lub normę na temat kampanii","['daj', 'mi', 'patent', ',', 'rozprawę', 'lub', 'normę', 'na', 'temat', 'kampanii']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'B-keyword']"
2831,"polecisz mi recenzję, książkę, dokument ewentualnie rozprawę obejmującą wyjaśnienie problemu osób, dziennikarstwa, działania oraz jednocześnie dino","['polecisz', 'mi', 'recenzję', ',', 'książkę', ',', 'dokument', 'ewentualnie', 'rozprawę', 'obejmującą', 'wyjaśnienie', 'problemu', 'osób', ',', 'dziennikarstwa', ',', 'działania', 'oraz', 'jednocześnie', 'dino']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'O', 'B-keyword', 'O', 'B-keyword', 'O', 'B-keyword', 'B-Choice-and', 'I-Choice-and', 'B-keyword']"
2832,niech będą podręczniki w którym jest samochód bądź saint john,"['niech', 'będą', 'podręczniki', 'w', 'którym', 'jest', 'samochód', 'bądź', 'saint', 'john']","['O', 'O', 'Doc_type', 'O', 'O', 'O', 'B-keyword', 'B-Choice-or', 'B-keyword', 'I-keyword']"
2833,"masz może skrypt mówiący o obiektowi, wiedzy, miechowi, zaopatrzeniu inwalidów wojennych","['masz', 'może', 'skrypt', 'mówiący', 'o', 'obiektowi', ',', 'wiedzy', ',', 'miechowi', ',', 'zaopatrzeniu', 'inwalidów', 'wojennych']","['O', 'O', 'Doc_type', 'O', 'O', 'B-keyword', 'O', 'B-keyword', 'O', 'B-keyword', 'O', 'B-keyword', 'I-keyword', 'I-keyword']"
2834,"znajdź mi normy, artykuły o : zachowania zdrowotnymi, osoby, porównawczych prawo i do tego michał stanisław","['znajdź', 'mi', 'normy', ',', 'artykuły', 'o', ':', 'zachowania', 'zdrowotnymi', ',', 'osoby', ',', 'porównawczych', 'prawo', 'i', 'do', 'tego', 'michał', 'stanisław']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'B-keyword', 'I-keyword', 'O', 'B-keyword', 'O', 'B-keyword', 'I-keyword', 'B-Choice-and', 'I-Choice-and', 'I-Choice-and', 'B-keyword', 'I-keyword']"
2835,bardziej pasuje mi przedsiębiorstwa,"['bardziej', 'pasuje', 'mi', 'przedsiębiorstwa']","['O', 'O', 'O', 'B-keyword']"
2836,zaproponuj prace o venture publishing,"['zaproponuj', 'prace', 'o', 'venture', 'publishing']","['O', 'Doc_type', 'O', 'B-keyword', 'I-keyword']"
2837,"polecisz mi książki wyjaśniające modelowanie wytrzymałości połączenia, rodzinie wobec osób, warto","['polecisz', 'mi', 'książki', 'wyjaśniające', 'modelowanie', 'wytrzymałości', 'połączenia', ',', 'rodzinie', 'wobec', 'osób', ',', 'warto']","['O', 'O', 'Doc_type', 'O', 'B-keyword', 'I-keyword', 'I-keyword', 'O', 'B-keyword', 'I-keyword', 'I-keyword', 'O', 'B-keyword']"
2838,szukam dzieni wybory i prawej,"['szukam', 'dzieni', 'wybory', 'i', 'prawej']","['O', 'B-keyword', 'I-keyword', 'B-Choice-and', 'B-keyword']"
2839,chciałabym raport,"['chciałabym', 'raport']","['O', 'B-keyword']"
2840,"no to już niech będzie esej, skrypt lub recenzję","['no', 'to', 'już', 'niech', 'będzie', 'esej', ',', 'skrypt', 'lub', 'recenzję']","['O', 'O', 'O', 'O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type']"
2841,no to książka albo skrypt obejmujący raków,"['no', 'to', 'książka', 'albo', 'skrypt', 'obejmujący', 'raków']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'B-keyword']"
2842,"poleć recenzję poruszającą tematykę z tematem teorii przewaga, efektu silnej stereotypizacji, sensu życie oraz unii gospodarczy","['poleć', 'recenzję', 'poruszającą', 'tematykę', 'z', 'tematem', 'teorii', 'przewaga', ',', 'efektu', 'silnej', 'stereotypizacji', ',', 'sensu', 'życie', 'oraz', 'unii', 'gospodarczy']","['O', 'Doc_type', 'O', 'O', 'O', 'O', 'B-keyword', 'I-keyword', 'O', 'B-keyword', 'I-keyword', 'I-keyword', 'O', 'B-keyword', 'I-keyword', 'B-Choice-and', 'B-keyword', 'I-keyword']"
2843,zapodaj mi przemysł,"['zapodaj', 'mi', 'przemysł']","['O', 'O', 'B-keyword']"
2844,bardziej pasuje mi indywidualni konkurencj,"['bardziej', 'pasuje', 'mi', 'indywidualni', 'konkurencj']","['O', 'O', 'O', 'B-keyword', 'I-keyword']"
2845,"niech już będzie kontenerów, nastrój","['niech', 'już', 'będzie', 'kontenerów', ',', 'nastrój']","['O', 'O', 'O', 'B-keyword', 'O', 'B-keyword']"
2846,zaproponuj coś poruszającego tematykę z tematem fss,"['zaproponuj', 'coś', 'poruszającego', 'tematykę', 'z', 'tematem', 'fss']","['O', 'Doc_type', 'O', 'O', 'O', 'O', 'B-keyword']"
2847,już bym wolał prace,"['już', 'bym', 'wolał', 'prace']","['O', 'O', 'O', 'Doc_type']"
2848,"zapodaj skrypty mające krajach, personel, wiedzę prawdziwy lub funkcję","['zapodaj', 'skrypty', 'mające', 'krajach', ',', 'personel', ',', 'wiedzę', 'prawdziwy', 'lub', 'funkcję']","['O', 'Doc_type', 'O', 'B-keyword', 'O', 'B-keyword', 'O', 'B-keyword', 'I-keyword', 'B-Choice-or', 'B-keyword']"
2849,"bardziej pasuje mi recenzje, patenty, encyklopedie albo skrypty","['bardziej', 'pasuje', 'mi', 'recenzje', ',', 'patenty', ',', 'encyklopedie', 'albo', 'skrypty']","['O', 'O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type']"
2850,no to niech będzie użytkowników platformy airbnb,"['no', 'to', 'niech', 'będzie', 'użytkowników', 'platformy', 'airbnb']","['O', 'O', 'O', 'O', 'B-keyword', 'I-keyword', 'I-keyword']"
2851,daj mi recenzje,"['daj', 'mi', 'recenzje']","['O', 'O', 'Doc_type']"
2852,niech już będzie wiek,"['niech', 'już', 'będzie', 'wiek']","['O', 'O', 'O', 'B-keyword']"
2853,niech będzie liczba atomowy lub zabytek,"['niech', 'będzie', 'liczba', 'atomowy', 'lub', 'zabytek']","['O', 'O', 'B-keyword', 'I-keyword', 'B-Choice-or', 'B-keyword']"
2854,"niech będą książki, podręczniki","['niech', 'będą', 'książki', ',', 'podręczniki']","['O', 'O', 'Doc_type', 'O', 'Doc_type']"
2855,znajdź esej opisujący : niemczech,"['znajdź', 'esej', 'opisujący', ':', 'niemczech']","['O', 'Doc_type', 'O', 'O', 'B-keyword']"
2856,daj mi jana,"['daj', 'mi', 'jana']","['O', 'O', 'B-keyword']"
2857,zapodaj esej,"['zapodaj', 'esej']","['O', 'Doc_type']"
2858,"no to publikacja, praca informująca o nauczycielowi","['no', 'to', 'publikacja', ',', 'praca', 'informująca', 'o', 'nauczycielowi']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'B-keyword']"
2859,"no to rozprawy, eseje ewentualnie prace","['no', 'to', 'rozprawy', ',', 'eseje', 'ewentualnie', 'prace']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type']"
2860,"znajdź recenzję, normę związaną z problemem organizacji imprez sportowych bądź kuraka","['znajdź', 'recenzję', ',', 'normę', 'związaną', 'z', 'problemem', 'organizacji', 'imprez', 'sportowych', 'bądź', 'kuraka']","['O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'O', 'B-keyword', 'I-keyword', 'I-keyword', 'B-Choice-or', 'B-keyword']"
2861,"no to może być liczbę, destynację turystyczny, kobiet oraz kobietę współczesny","['no', 'to', 'może', 'być', 'liczbę', ',', 'destynację', 'turystyczny', ',', 'kobiet', 'oraz', 'kobietę', 'współczesny']","['O', 'O', 'O', 'O', 'B-keyword', 'O', 'B-keyword', 'I-keyword', 'O', 'B-keyword', 'B-Choice-and', 'B-keyword', 'I-keyword']"
2862,"niech już będą eseje, recenzje bądź coś","['niech', 'już', 'będą', 'eseje', ',', 'recenzje', 'bądź', 'coś']","['O', 'O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type']"
2863,"może być unia europejski, podejście interakcyjny oraz wspierania działalności innowacyjnej","['może', 'być', 'unia', 'europejski', ',', 'podejście', 'interakcyjny', 'oraz', 'wspierania', 'działalności', 'innowacyjnej']","['O', 'O', 'B-keyword', 'I-keyword', 'O', 'B-keyword', 'I-keyword', 'B-Choice-and', 'B-keyword', 'I-keyword', 'I-keyword']"
2864,może być podręcznik ewentualnie coś wyjaśniającego tematykę miliona mieszkaniec,"['może', 'być', 'podręcznik', 'ewentualnie', 'coś', 'wyjaśniającego', 'tematykę', 'miliona', 'mieszkaniec']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'B-keyword', 'I-keyword']"
2865,"zaproponuj dokumenty, książki zawierające nowego zapytania ofertowego","['zaproponuj', 'dokumenty', ',', 'książki', 'zawierające', 'nowego', 'zapytania', 'ofertowego']","['O', 'Doc_type', 'O', 'Doc_type', 'O', 'B-keyword', 'I-keyword', 'I-keyword']"
2866,"masz może patent, skrypt, podręcznik zawierający krajowego brutto a także punkt odniesienie","['masz', 'może', 'patent', ',', 'skrypt', ',', 'podręcznik', 'zawierający', 'krajowego', 'brutto', 'a', 'także', 'punkt', 'odniesienie']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'B-keyword', 'I-keyword', 'B-Choice-and', 'I-Choice-and', 'B-keyword', 'I-keyword']"
2867,"zapodaj mi podręczniki obejmujące dziedzinę rynku praca, imienia a także lekarza wojskowy","['zapodaj', 'mi', 'podręczniki', 'obejmujące', 'dziedzinę', 'rynku', 'praca', ',', 'imienia', 'a', 'także', 'lekarza', 'wojskowy']","['O', 'O', 'Doc_type', 'O', 'O', 'B-keyword', 'I-keyword', 'O', 'B-keyword', 'B-Choice-and', 'I-Choice-and', 'B-keyword', 'I-keyword']"
2868,poleć mi podręcznik lub pracę,"['poleć', 'mi', 'podręcznik', 'lub', 'pracę']","['O', 'O', 'Doc_type', 'O', 'Doc_type']"
2869,zaproponuj mi pracę bądź coś poruszającego tematykę instytucji prawny,"['zaproponuj', 'mi', 'pracę', 'bądź', 'coś', 'poruszającego', 'tematykę', 'instytucji', 'prawny']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'B-keyword', 'I-keyword']"
2870,niech będą akademii,"['niech', 'będą', 'akademii']","['O', 'O', 'B-keyword']"
2871,niech będą pzpr w bytomiu oraz przedsiębiorczość,"['niech', 'będą', 'pzpr', 'w', 'bytomiu', 'oraz', 'przedsiębiorczość']","['O', 'O', 'B-keyword', 'I-keyword', 'I-keyword', 'B-Choice-and', 'B-keyword']"
2872,"niech będzie recenzja bądź książka odnosząca się do obszarów natura, bezpieczeństwa, rozumu, izraela","['niech', 'będzie', 'recenzja', 'bądź', 'książka', 'odnosząca', 'się', 'do', 'obszarów', 'natura', ',', 'bezpieczeństwa', ',', 'rozumu', ',', 'izraela']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'O', 'B-keyword', 'I-keyword', 'O', 'B-keyword', 'O', 'B-keyword', 'O', 'B-keyword']"
2873,może województwa podlaskiego lub development,"['może', 'województwa', 'podlaskiego', 'lub', 'development']","['O', 'B-keyword', 'I-keyword', 'B-Choice-or', 'B-keyword']"
2874,chciałabym prace lub patenty posiadające armię krajowy,"['chciałabym', 'prace', 'lub', 'patenty', 'posiadające', 'armię', 'krajowy']","['O', 'Doc_type', 'O', 'Doc_type', 'O', 'B-keyword', 'I-keyword']"
2875,"szukam czegoś na temat Agnieszki wiśniewski, sądu bądź welding","['szukam', 'czegoś', 'na', 'temat', 'Agnieszki', 'wiśniewski', ',', 'sądu', 'bądź', 'welding']","['O', 'Doc_type', 'O', 'O', 'B-keyword', 'I-keyword', 'O', 'B-keyword', 'B-Choice-or', 'B-keyword']"
2876,"polecisz mi patenty, dokumenty, rozprawy bądź artykuły informujące na temat direct payments","['polecisz', 'mi', 'patenty', ',', 'dokumenty', ',', 'rozprawy', 'bądź', 'artykuły', 'informujące', 'na', 'temat', 'direct', 'payments']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'O', 'B-keyword', 'I-keyword']"
2877,"niech już będą żal, miast, etyki negocjacji lub struktura prezentować","['niech', 'już', 'będą', 'żal', ',', 'miast', ',', 'etyki', 'negocjacji', 'lub', 'struktura', 'prezentować']","['O', 'O', 'O', 'B-keyword', 'O', 'B-keyword', 'O', 'B-keyword', 'I-keyword', 'B-Choice-or', 'B-keyword', 'I-keyword']"
2878,no to prowadzenia jachtów żaglowych i fantastyki miejskiej,"['no', 'to', 'prowadzenia', 'jachtów', 'żaglowych', 'i', 'fantastyki', 'miejskiej']","['O', 'O', 'B-keyword', 'I-keyword', 'I-keyword', 'B-Choice-and', 'B-keyword', 'I-keyword']"
2879,"no to publikacje, rozprawy bądź recenzje poruszające problematykę ujęcia teoretyczny, ustawy, badania lub literatury naukowy","['no', 'to', 'publikacje', ',', 'rozprawy', 'bądź', 'recenzje', 'poruszające', 'problematykę', 'ujęcia', 'teoretyczny', ',', 'ustawy', ',', 'badania', 'lub', 'literatury', 'naukowy']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'B-keyword', 'I-keyword', 'O', 'B-keyword', 'O', 'B-keyword', 'B-Choice-or', 'B-keyword', 'I-keyword']"
2880,no to rozprawa,"['no', 'to', 'rozprawa']","['O', 'O', 'Doc_type']"
